作者
盡
禮
過於
上學
賞鑒
風光
信步
想到
淺
遊
訪
走入
落
舌
退出
移
入
古董
冷
興
斯文
子興道
順路
找
承
緊
閒
閒談
敘
可有
貴
無人
族
賈府中
玷辱
繁盛
認
生疏
榮寧
宅
寧國府
榮國府
隔著
廳
殿
樓閣
一帶
樹木
山石
氣
像
虧
不通
古人
平常
不同
事務
排場
省儉
架子
小事
大事
家兒
養
聽說
不善
理
寧榮
正說
告訴
榮國公
弟兄
兒子
長子
剩
賈敬
賈珍
心想
不肯
道士
胡
名叫
賈蓉
敬
正事
不了
管
榮府
方纔
娶
小姐
妻
賈赦
賈政
管理
家事
祖父
鍾愛
皇上
引見
政
賜
王氏
公子
賈珠
不到
病
奇
隔
五彩
不小
冷笑
祖母
試
東西
擺
抓
脂粉
環
喜歡
愛惜
淘氣
說起
孩子
骨肉
男子
泥
清爽
臭
看待
參
請教
餘者
武
周
清明
靈秀
秉
邪氣
朝
太平
風
雲
略有
值
不容
邪
消
始
發洩
賦
人為
惡
置
態
公侯
情種
斷
遭
王
顧
卿
黃
依
賊
遇見
寶玉
猜著
不用
遠
甄府
賈府
老親
來往
親熱
止
館
勞神
可笑
陪著
糊塗
小廝
尊貴
清淨
稀罕
要緊
但凡
時節
方可
牙
穿
眼
放
和平
樣子
姐姐
妹妹
亂叫
取笑
姐妹
討情
回答
字樣
疼
疼痛
溺愛
孫
辭
守
少有
不錯
元春
赦
姨娘
迎春
庶出
探春
爺
惜春
孫女
跟
更妙
是從
對證
不信
回去
拍手
密
寫字
遇著
減
筆
疑惑
言語
舉止
亡故
老
姊妹
沒了
不成
好歹
賈璉
捐
言談
叔
家住
料理
家務
射
模樣
標致
爽利
男人
賬
吃
杯酒
說話
閒話
看道
仔細
進城
報
要知
革
奏
信
道喜
央求
央
煩
領
回至
賤
未及
修
周全
有所
費
恭
大人
職
將軍
現任
工部
輕薄
操
心
謝
打點
原
不忍
外祖母
室
灑淚
奶娘
船
帶著
名帖
相會
相貌
最喜
救
妹
極力
選
打發
轎子
拉
車輛
伺候
嘗
母親
僕婦
留心
時時
路
了去
紗窗
瞧
可比
忽見
蹲著
大門
角門
出入
匾
造
大字
想道
方是
轉彎
歇
婆子
眾
跟隨
落下
打起
扶著
遊廊
穿堂
放著
紫檀
轉過
正房
正面
上房
山
廂房
掛著
鸚鵡
台階
老太太
爭著
簾子
林姑娘
進房
抱住
肉
叫著
侍立
落淚
不休
勸解
那黛玉
拜見
賈母方
指
舅母
珠
大哥
媳婦
大嫂子
賈母
姑娘
答應
奶媽
身材
腮
臉兒
俊
身量
足
形容
裙
黛玉忙
坐位
醫
服藥
傷感
女孩兒
獨有
傷心
相
勸慰
略略
止住
面貌
之症
吃藥
見效
捨不得
哭聲
平安
人參
配
丸藥
語
後院
遲
迎接
房門
打扮
輝煌
戴著
攢
項上
戴
赤金
穿著
花
緞
窄
外罩
刻絲
石青
銀鼠
褂
翡翠
撒花
彎
柳
梢
眉
賈母笑
有名
潑辣
貨
南京
黛玉正
稱呼
嫂子
大舅
叫做
王熙鳳
熙鳳
細細
打量
坐下
人兒
老祖宗
孫女兒
命苦
姑媽
手帕
拭淚
招
身子
勸住
提
拉著
藥
老婆
搬進
打掃
房
歇歇
錢
緞子
沒見
太太
夫人道
有沒有
拿出
裁
衣裳
想著
預備
送來
王夫人
點頭
不語
撤
賈母命
老嬤嬤
舅舅
回道
外甥
便宜
邢夫人
作辭
翠
車
下車
簾
抬起
東
黑
儀
挽著
花園
隔斷
儀門
果見
小巧
服
迎著
相見
勸
拙
作伴
煩悶
委屈
站
告辭
苦留
黛玉笑
飯
嬤嬤
囑咐
看著
甬路
引著
走過
南
大廳
院落
堂屋
寫著
斗
寶
設著
懸著
墨
畫
鏨
臨
窗
炕
秋香色
梅花
鼎
擺著
插著
搭著
銀紅
椅
搭
腳踏
茗
陳設
細說
飾
衣裙
行動
果
青緞
炕桌
堆著
書籍
靠
靠背
引枕
坐在
坐褥
料定
挨
椅子
再見
念書
還願
表兄
哥哥
記得
小名
性
弟兄們
院
原故
疼愛
嬌養
慣
不理
安靜
生出
理會
晚飯
廊
抱廈
立著
房屋
向黛玉
鳳姐姐
屋子
少
院門
垂手
穿過
桌椅
李氏
安
賈母正
推讓
吃飯
原該
右手
漱
李紈
鳳姐
咳嗽
茶盤
林
規矩
隨和
賈母因
四書
讀
腳步
嵌
金
抹額
排
靴
面
鬢
睛
怒
有情
五色
一大
驚
好生
奇怪
便命
娘
換
轉
漆
墜
腳
項圈
寄名
鎖
等物
鞋
顯得
多情
語言
情思
悉
堆
底細
後人
詞
無故
傻
怕
文章
行為
誹謗
淒涼
辜負
無能
蹙
點點
干
胡說
何曾
認識
和睦
莫若
黛
取
不解
忖度
那玉
發作
摘下
罵
不靈
嚇
拾
摟
孽障
生氣
打罵
容易
摔
滿面
淚痕
賈母忙
哄
原有
無法
玉帶
孝心
意思
帶上
不生
房舍
挪
套間
暖閣
安置
收拾
床上
鬧
照管
小丫頭
雪雁
料
遂心
鸚哥
乳母
貼身
掌管
陪侍
李嬤嬤
襲人
不中
詩句
回
明賈母
著實
安歇
床沿
淌
哥兒
多心
處來
拆
書信
媳婦兒
議論
居住
薛家
姨母
薛蟠
打死
王子騰
計議
人命官司
事情
賈蘭
紡績
居
無聞
針黹
相伴
慮
審
拐子
賣
原說
凶
逃走
無有
蹤跡
狀
作主
求
太老爺
凶犯
扶
存
感激
不來
發
拿來
拷問
狐疑
停
退去
門子
請安
想起
輕
耐
趁
攜手
賞
私
符
寫
連
難保
惹
官司
礙著
情分
臉面
抄
白玉
不下
史
大雪
珍珠
鐵
忽聞
王老爺
具
頓飯
工夫
薛
世交
在外
深知
躲
方向
瞞
馮淵
兄弟
守著
前生
看上
近
過門
逃
打了個
薛公子
動手
日子
上京
家眷
自有
奴僕
甄老爺
模樣兒
齊整
胭脂
帶來
偏
房子
小時
相看
兌
罪孽
解勸
人品
素性
堂客
後事
憂悶
還好
土
亦非
折磨
馮家
情緣
薄命
兒女
任
府
王府
力
個人
起復
豈可
正理
不去
亦且
保
妥
低
想了個
很好
主意
動
文書
不依
調停
合族
呈
仙
堂上
壇
魂魄
禍
法
處治
細想
不妥
斟酌
審問
倚
顛倒
胡亂
營
節度使
說出
不著
致
領著
錢糧
虛名
夥計
寶釵
識字
安慰
家計
近因
採
降
以備
買賣
年輕
國
行裝
土物
人情
薛蟠見
妹子
統制
奉旨
查
暗喜
正愁
任意
沒人
看守
偷著
著人
先
姨父
外省
忙亂
會子
奔
眼色
帶信
忙著
賈家
扭
吩咐
已知
缺
娘家
親戚
寂寞
姨太太
姐兒
合家
接出
薛姨媽
合
廝見
接風
賈政便
生事
梨
香院
閒著
親密
縱
說明
供給
免
母女
巧
俱全
看書
下棋
生恐
執意
賈宅
殷勤
熟
聚賭
壞
寧府
母子
林黛玉
憐愛
起居
薛寶釵
容貌
那寶釵
那寶玉
天性
視
坐臥
垂淚
自悔
冒
撞
回轉
賈珍之
賞花
早飯
芳園
寧榮二
哄著
秦氏
寶二叔
交給
向寶玉
賈母素
行事
重孫
媳
圖
學問
宇
鋪陳
斷斷
微笑
叔叔
睡覺
惱
忌諱
瞧瞧
臥房
甜香
骨
軟
海棠
舞
擲
懸
含笑
展開
晴雯
麝月
簷
貓兒
打架
睡去
有趣
願意
先生
覓
走出
凡人
證
迴廊
飄
唇
盼
徘徊
素
披
靜
霞
神
愧
仙姑
作揖
司
掌
塵世
相思
爾
相逢
離
填
紅樓夢
宮門
領略
匾額
癡情
因向
使得
警幻
封條
地名
揀
正冊
中
極大
揭開
山水
染
寫道
畫著
鮮花
似
福
無緣
益發
解說
不出
冊子
打開
桂花
藕
敗
荷花
去取
木
金簪
丟下
是非
照
虎
兔
大海
東風
一夢
遙
違
逝
金玉
美女
下書
閨
赴
經
判
衣
鳳
美人
劉氏
詩
結子
枉
淫
高明
掩
珠簾
荷
媚
濁物
退
形
挽回
幸
聲色
囑
悟
焚
何物
精
油
羨慕
美
品
名曰
稱賞
看畢
請問
泛
玻璃
琥珀
蕊
飲酒
演
妙
調
稿
耳
引子
奈何
誤
平
凝
心事
勞
禁
不問
榮華
須要
分
風雨
齊
閃
悲
生來
私情
準
幼
悲傷
生成
無情
覷
作踐
千金
下流
看破
韶華
清淡
桃
盛
嗚咽
青
遮
貧
累
算了
碎
傾
人生
銀錢
鏡
休
繡
陰騭
積
兒
好事
家業
淚
分離
短
乾淨
恍惚
撤去
嫵媚
可恨
雲雨
垂
供
公
沁
可卿
解釋
經濟
將門
掩上
依著
柔情
繾綣
溫存
灰
侍者
夜叉
拖
汗
失聲
狗兒
喚
小名兒
納悶
未知
細問
迷
迷惑
褪
回手
人事
覺察
羞
飛紅
換上
含羞
流
瞅
自知
無可
個頭
方妙
祖上
京官
貪
王家
勢利
知有
搬出
板兒
青兒
劉姥姥
寡婦
養活
天氣
煩躁
勸道
姑爺
嗔著
多嘴
村莊
小時候
老子
吃喝
瞎
天子
長安
沒用
混
去不成
跑
法兒
等到
做官
朋友
法子
菩薩
保佑
倒替
硬
屎
疏遠
去過
爽快
待人
走動
好心
寒毛
壯
接口
打嘴
活動
姥姥
姑
老人家
試試
頭兒
教
給你個
陪房
大爺
難
老臉
有益
梳洗
逛去
應承
轎馬
撣
衣服
角
疊
蹭
牆
畸
角兒
等著
年老
奶奶
繞
後門
歇著
拉住
周大娘
翻
著道
院子
老奶奶
周瑞家的
迎
方笑
僱
吃著
丈夫
體面
論理
相干
樣兒
地租
出門
信兒
理事
璉二奶奶
當家
姪女兒
鳳姑娘
周旋
接待
阿彌陀佛
全仗
方便
事兒
挑
美人兒
賭
口齒
嚴
催著
空兒
回事
難說
中覺
時候
安插
走進
找著
心腹
平兒
想來
撲
臉
氣味
念佛
插
鳳姐兒
稱
姑奶奶
趕著
方知
對面
匣子
不住
煞
發獃
銅
眼兒
亂跑
笑聲
婦人
捧著
等候
抬
手兒
會意
下炕
鉤
板壁
錦
金線
那鳳姐
家常
圍著
桃紅
灑
灰鼠
拿著
撥
手爐
鍾
道
請進來
立
問好
周姐姐
攙著
不大
家道
艱難
不起
管家
瞧著
咧
俗語
示下
果子
管事
來回
帶進來
向鳳姐
多謝
費心
逛逛
不該
回說
東府
擺手
靴子
面目
清秀
冠
沒處
側身
來求
嬸子
屏
跪
只求
嬸娘
開恩
皮
因命
平兒拿
鑰匙
碰
賈蓉忙
笑容
瞅著
指示
精神
抿著嘴
方慢慢
爹
趕
傳飯
擺在
陪
一家子
好意
舔
道謝
論起
不等
照應
有大
想頭
瘦
馬
拔
包
改日
沒事
周瑞
果子吃
感謝
上
金釧兒
努嘴兒
掀
驚動
鶯兒
放下
寶兄弟
衝撞
寶釵笑
靜養
認真
醫治
提起
多少錢
虧了
病症
方兒
犯
一丸
白
雨水
噯呀
磁
煎
湯
梨花
名字
叫作
站住
香菱
響
宮
送去
下剩
留著
寶丫頭
小蓉
格兒
搖頭
聽著
呼喚
司棋
侍書
棋
欠身
水月庵
小姑子
智能兒
匣
剃
姑子
師父
歪
剌
月例
管著
趕上來
豐兒
奶子
拍著
大姐兒
笑著
嘴
搖
問著
聲音
舀水
抽身
彩明
送到
頂頭
媽
猜
點子
商量
小人兒
新巧
回話
順便
寶姐姐
涼
茜雪
女人
仗
主子
勢
掌燈
卸
派
珍大嫂子
礙
誠心
走走
尤氏
賈蓉媳婦
婆媳
嘲笑
孝敬
因道
見見
尤氏笑
笑話
啐
扯
臊
屁
嘴巴
溜
利害
後生
俊俏
含糊
攥
秦鐘
表禮
素知
尺頭
抹
骨牌
裹
那秦鐘
素日
誇
答
不安
張羅
防頭
別理
脾氣
孤
問寶玉
無心
飲食
家父
溫習
課
家塾
家學
裡子
耽擱
懸心
稟明
秦鐘笑
倒好
二叔
作成
慰
姐夫
牌
算賬
輸
東道
小子
秦
傳出去
外頭
焦大
家裡人
了得
從小兒
出過
挨著
餓
偷
誰肯
差使
莊子
齊備
酒興
公道
想想
腿
雜種
忍不住
酒醒
尋死
蓉哥兒
性兒
爺爺
腰子
享
反
刀子
王法
留在
害
撒野
揪
祠堂
畜生
雞
狗
小叔子
肐膊
折
袖子
學裡
稱讚
看戲
興頭
攪
看視
清客
相公
詹光
著手
走開
叫住
坡
吳新登
站立
買辦
打千
二爺
貼
了不得
不值
么
先進
命人
沏
逛
大安
暖和
紅綢
軟簾
黑漆
坎肩
綾子
一色
奢華
裝
愚
安分
惦記著
蝴蝶
鸞
寶釵因
湊
托
酥
乖
小兒
重新
念道
笑道
央及
纏
趣兒
上將
珠寶
托著
金鎖
不棄
香氣
薰
味兒
早起
混鬧
早知
了來
罩
褂子
下雪
斗篷
小么兒
喝茶
灌
媽媽
李媽
錯
性子
喝了酒
賠
老貨
燙
暖
使不得
熱
發散
有理
紫鵑
奚落
回覆
寶釵素
單弱
姨媽
巴巴兒
輕狂
攔阻
不吃
提防
掃
脾
賭氣
咕噥
不犯
外人
擰
老婆子
自尋
樂得
容
酸
痛
碧
乜斜
把頭
抖
掖
扶起
露
整理
端詳
披上
兄妹
一徑
賈母房
招呼
受用
活
臥室
扔下
凍
握著
撒謊
睡著
碟子
珍大奶奶
可見
別提
擱
李奶奶
孫子
林妹妹
斟上
茶杯
粉碎
潑
裙子
跳
攆出去
裝睡
慪
失手
砸
攆
攙
絹子
塞
褥子
冰
脖子
枕
醒來
荷包
秦邦業
郎中
長大
因素
結
回南
親家
學業
眼睛
聽寶玉
父子
停妥
發悶
悶悶
撂
清冷
著書
碰見
要強
工課
保重
體諒
大毛
照顧
逼著
籠
懶
可別
穿戴
催
賈政正
腌臢
老世翁
世兄
不似
賈政因
李貴
肚子
精緻
揭
李貴忙
膝
跪下
摘
帽子
碰頭
荷葉
哄人
奴才
個體
可憐見
膏子
銀兩
舉
寬裕
助
親戚家
體貼
嫌疑
背地裡
薛蟠自
上手
不消
香憐
香玉
情意
發出
看出
形景
賈瑞
名
金榮
性急
抽
拍
欺負
橫行霸道
討好
心性
丟開
作法
搶白
沒趣
訕訕
撞見
親嘴
摸
亂說
賈薔
寧府中
風聞
避
門戶
最好
肯依
不平
謠言
想畢
裝出
茗煙
得用
跺
揪住
滿屋
怔怔
奪手
腦
硯
賈藍
賈菌
榮
志氣
冷眼
囚
罵著
抓起
硯台
省事
忍得
按住
扔
豁
撒
在手
鋤藥
墨雨
攔
膽小
藏
喝著
聲兒
喝住
揉
瑞
調唆
打破
罰
吆喝
撕
擄
璜大奶奶
跪著
嚼
問問
車子
要死
寶哥兒
變
清
著來
逼
權
局
揖
磕頭
磕
吵鬧
回到
想越
正經事
看不見
出事
閒事
西府
力量
茶飯
薛大爺
幫
鬧出
多著呢
字輩
族人
產業
上車
賈門
站不住
氣兒
寒溫
懶怠
照例
長輩
靜靜
來取
小孩子
不拘
用心
搬
心焦
個好
金氏
一番話
理論
病來
賈珍尤
賈珍方
氣色
不好意思
耽誤
輪流
脈
病人
任憑
馮紫英
透
妨礙
著急
姓張
生死
等待
辦法
來家
陰
刻
款待
筵席
富
馮大爺
府上
小弟
不勝
知識
毫無
病源
尊府
脈息
病勢
講
定奪
數
端
細
無力
肺
發熱
四肢
症候
太醫
真切
用藥
地位
病倒
尚有
拿手
憂慮
方子
炒
醋
柴胡
無妨
明
聰明人
下
向賈珍
賈珍笑
聽畢
果品
帶領
送與
留神
遵
率領
聽罷
賈璉賈
玩意兒
算計
小戲
園子
戲台
菊花
散悶
賞臉
好吃
哥
沒來
大老爺
一劑
頭暈
扎掙
娘兒
上頭
眼圈兒
急急
印
站著
皺
皺眉
擺上
拜壽
修煉
淨
聽戲
怕人
慌
薔
南安郡王
北靜郡王
王爺
持
壽禮
老娘
開導
兒媳婦
園
沒福
公公
婆婆
公婆
熬
出神
難過
心酸
病兒
飯食
惦著
坐坐
生養
合該
還求
娘兒們
跟來
滿地
西風
景
行來
觀看
假意
輕易
入席
拿住
走著
山坡
戲文
那婆子
戲單
軒
正經人
酒席
邢王二
乏
騎
歹
指望
糕
化
木頭
嚇著
還給
沉吟
烘
遞過去
混帳
念頭
道理
可好
謊話
情願
明白人
人心
戒指
尊重
珍寶
關
盼到
掩門
侵
背著
肩
徑
生怕
賭錢
儒道
發狠
板
苦
捉弄
道兒
要來
聲響
害怕
猜疑
褲子
燈光
回身
翻身
紙筆
押
咬定
欠
契
探探
少時
出至
摸著
窩
蹲
盤算
尿
澆
住口
聲張
滿頭
渾身
掉
更衣
合眼
娶親
痰
血
合上
動靜
沉重
代儒
秤
口稱
聲
叫喊
枕頭
那道士
寶貝
鏡子
照看
拿起
睜眼
睜開眼
不動
穿衣
喊道
沒法
喪事
發引
鐵檻
加
妥貼
辭別
揚州
無趣
方覺
心願
中用
重
心胸
人力
祭祀
出處
地畝
有罪
不入
眼見
喜事
傳出
叩
驚醒
冷汗
穿衣服
疑心
痛哭
耍
戳
停靈
賈琮
賈菖
賈菱
賈芸
賈芹
淚人
賈珍便
陰陽
靈前
店裡
棺材
檳榔
玉石
薛蟠笑
登
閣
寶珠
小姑娘
好看
執事
監
戴權
祭
賈珍忙
龍禁尉
要求
江南
世襲
老趙
送出
送入
部裡
吃虧
叩謝
史湘雲
親朋
疏
鼓樂
青衣
銷金
豎
御
僧道
榜
內廷
總理
寂靜
佛
聖恩
道場
心意
惟恐
誥命
禮數
事事
管保
內眷
唬
悲痛
道乏
攙住
反叫
玩笑
辦事
能幹
允
懇切
辛苦
行禮
還禮
辦
安穩
女眷
頭緒
因想
專管
上進
聞知
傳齊
不認
來旺媳婦
對牌
來領
開著
數目
交與
釘
花名冊
查看
進府
坐車
分派
擅入
沒臉
單管
守靈
茶房
收管
酒飯
器皿
蠟燭
紙
監察
賠補
攬
總
拌嘴
查出來
鐘
表
時辰
領牌
茶葉
傢伙
提筆
登記
物件
小菜
菜
妯娌
應付
拘
橋
咒
漱口
穿孝
揭起
照著
步入
芳
滾
燒紙
查點
饒
探
發放
線
絡子
珠兒
帖子
掃興
張材家的
裁縫
寬
開發
板子
怠慢
受委屈
腿子
兩府
做夢
包管
擱不住
還擱
揉搓
彩
鬧著
蘇州
昭兒
姑老爺
檢點
喝酒
勾引
混賬
使用
淨室
送殯
下處
弔祭
王妃
王仁
醫生
褒貶
籌畫
伴宿
懼
吉時
靈柩
男
共有
接連
音
棚
北靜王
相與
奠
素服
殯
人報
扎
輩
長府官
親身
謙遜
賈政道
請來
賈政忙
俗
縛
拘束
靈驗
賈政笑
令郎
翁
不宜
用功
未有
聚
躬身
念珠
奉
輿
天恩
謝恩
上馬
不服
得到
爬
騎馬
下馬
婦女
回避
莊家
動用
試一試
玩兒
意趣
不換
旺兒
女孩子
香火
事畢
饅頭
庵
靜虛
年邁
出息
得來
老尼
弄鬼
摟著
爭
方要
財主
求親
張家
為難
定禮
偏要
節度
封書子
主張
妄想
謝禮
陰司
口氣
不夠
才情
勞乏
後頭
茶碗
跺腳
叫喚
坑
吹
入港
嗤
嚷出來
強嘴
寬衣
鋪
通靈玉
賈母王
挑唆
妥協
細述
外
失於
調養
候
汗巾
消息
夏
降旨
啟
太監
旨
宣
陛見
賴大
進宮
信息
心來
不意
知覺
愁悶
膽子
有點
舒服
睡不著
打趣
壓
從命
統
傻子
屋裡人
世面
老大
饑荒
做人
擺酒
費事
撈
體己
蹄子
鬧鬼
善
趙嬤嬤
姐
燉
奶
餓死
字兒
說錯
珍
省親
准
恩典
吵嚷
孝
貴賤
思想
聖人
椒
工
見世面
修理
貨物
勢派
罪過
顧不得
納罕
議定
圖樣
教習
置辦
影兒
操心
豬
駁回
收著
平兒忙
趙
不止
宿
辦理
齊全
搬運
役
牆角
欄杆
湊成
林之孝
程日興
擺佈
看望
等來
領命
監工
喧
快樂
望候
嚇了一跳
跟去
昏
症
忍住
尚無
閻王
慈悲
小鬼
手腳
死活
掩埋
工程
賈政聽
難事
貴妃
題
直待
景致
擬
做出
佳
題詠
知會
園門
賈政先
白石
花樣
開門
擋
鬼怪
賈政回
諸公
香爐
述
大方
花木
瀉
樹
吐
亭
拈鬚
尋思
體
不雅
進門
階下
合著
地步
有鳳來儀
可謂
煙
幽
玩器
麼
辦去
賈政問
摺
綢
綾
幔子
猩猩
阻
杏花
編
勾
詠
式樣
鵝
鴨
賈政又
舊詩
杏帘
不堪
花香
稻香村
無知
賈政心
說好
漲
撫
牡丹亭
芍藥
圃
薔薇
落花
賈政進
雜
堵
那大
玲瓏
砌
階
金桂
蕪
焚香
意外
斜陽
泣
作聲
聯
吟成
蕉葉
正殿
想不起
河
閘
女道
可要
桃花
花障
絲
鶴
筆硯
安放
盆景
覆
琴
詫異
共總
跟我來
惦記
吊
香袋
剪子
鉸
剪
衣襟
拿去
低著頭
開手
上床
倒下
禁不住
人們
賬目
聘
尼姑
妙玉
觀音
結果
林之孝家的
得空兒
直到
色色
點綴
不合
受禮
小太監
圍
官員
閒人
煙火
大觀園
瓶
騎著
拜佛
請旨
照料
趕出
進園
處處
賈妃
絹
粘
池
搪塞
相離
元妃
不嚴
憂
蓼
侍
天仙
妃子
啟道
排班
傳諭
諭
出園
挽
滿心
說不出
李
惜
去處
哽咽
哭泣
寶釵黛
問安
鹽
含淚
勤
保養
先行
禮畢
筵宴
新奇
把盞
瀟湘
怡紅
怡紅院
蕪院
山莊
綴
香榭
菱洲
秋風
天上人間
言律
苦心
奉命
神思
勝
梅
造化
橫
樓台
光輝
歸省
安心
壓倒
拭
蠟
該死
抄錄
鳳凰
濕
菱
燕子
首詩
戲子
飛跑
齡官
叩頭
柄
如意
串
賈環
不由
滴下
叮嚀
攙扶
用盡
本性
回過
圍棋
孫行者
神鬼
鬼混
行令
踹
哀求
花子
花大姐姐
花自芳
驚疑
寶二爺
胡鬧
擠
打著
墊
蓋
桌子
嚴嚴
醃臢
糟蹋
明知
講究
送給
別動
承認
帶累
受氣
腸子
值錢
調理
毛丫頭
狐媚
躺
秋紋
贏
換衣
栗子
剝
姨
不配
配不上
答言
嫁
出嫁
一驚
贖
定例
不放
感動
大姑娘
求求
毛
嚴緊
諒
刀
點兒
擦
再有
福氣
針
盥漱
頭疼
診視
兩劑
疏散
被窩
困
歪著
放屁
星
指甲
嘴兒
耳朵
心淨
聞見
籠著
櫃子
真人
伸
喘
蠢才
躺著
古蹟
不答
忍著
謅
洞
耗子
短少
菱角
香芋
應道
不准
爛
編派
故典
聽聽
對子
食
嚷起來
揎
吵
抬舉
妖精
只道
分辯
護著
講講
玉寶釵
擔待
輸贏
別生氣
野雞
娼婦
得罪
拉扯
坎兒
流淚
端著
簪環
鬥牌
碧痕
公然
頭髮
賈環見
正該
骰子
坐定
賈環便
瞪
偏生
寶釵見
瞧不起
前兒
子們
寶釵忙
景況
談論
湘雲
天地間
掩飾
譬如
樂兒
趙姨娘
聽到
窗戶
教導
壞心
偏心
攔著
何干
活著
倒不如
張口
難受
林姐姐
專會
就算
趕到
攔住
雲兒
一氣
披衣
翠縷
老實
風吹
叫醒
殘
彎著腰
手巾
完畢
梳
腳兒
珠子
盒子
動氣
支使
深為
蕙香
